x,y,z,"f(x,y,z)","g(x,y,z)"
4.945202435109264,-4.7559826623771055,-2.3508799001025604,-23.7085168160569,0.243442634904143
-8.907478633463965,-7.137279419182052,0.7280199090435779,79.6199219800722,-7.45143881537681
6.382481819434268,1.6770267685092488,-6.844455821961226,2.64408427277136,-7.30642982448818
6.8068560150714,4.538809604086131,-3.584265802617013,19.5493578356800,-0.361675590162626
7.998841236828991,-8.70241827649778,-2.357283773456862,-68.9056851305159,3.28427368991527
9.346791933215851,1.0911213345256403,7.206259592073561,-0.239429180037522,23.7593111173630
5.151670576312826,0.7824490382630707,3.9910864375791597,-1.90319992669177,13.1338434514711
-3.647294295843655,2.821485891558048,2.4669932883740096,-9.46498099379741,1.28669228090436
4.506261710832595,5.828383434907515,-5.39458246867794,15.9295759630346,-6.28290322652328
5.474575831945657,-1.2457469046097422,8.098389466507122,-11.0487648240335,21.6713547649599
9.949700802444013,0.39560538605482876,8.664475454411754,-6.40915096141794,27.2786517112675
9.604609622582263,3.06750317977688,8.104145746810747,16.7900577554276,25.8129011162038
-5.842316278168116,9.042016139745833,3.500678288874239,-56.0260179422736,1.15904029958036
-5.7495465114287025,0.29092819209975573,-2.572805601983424,3.78591314736554,-10.8951577153956
5.727280927963502,-8.408466415530105,-7.760857816035482,-45.4764638475206,-9.79443470410746
5.154913621641995,-6.044204366074341,-8.691717593317579,-30.2680606742323,-12.2285215649932
9.069274470700389,-1.3641045867169588,1.4968030523664773,-20.0766087876608,12.0628805754333
-8.372101808887727,4.463840835114976,-8.016203706752451,-33.4634689564802,-24.4045092223926
-1.9566051542297345,1.2448905994326047,7.966045407449059,-1.72404480850485,13.9754856606684
-6.459558976419492,-5.016276589733623,6.327054761999744,43.8787700395699,6.19455054758000
-5.005812897804624,-7.602493115456628,4.3822329214742535,50.6649641060849,3.75865294514388
-1.859189966789467,7.2573030609135465,-6.618227779019135,-18.8908181309250,-15.0956455248277
-4.390202709890103,9.22028565407804,8.857135859702883,-45.3090060086822,13.3240690095157
8.07919971178696,-7.691051326349882,8.225498399585728,-62.5256880446218,24.5301965109584
-8.16539289590828,7.174279453181512,-1.2032645053524487,-57.5896970375423,-10.5719219066132
-9.418183007661288,2.7338361121233863,2.7009940895101874,-19.0634219213934,-4.01619482864091
6.034553787583157,8.58936741175373,8.1742877579419,37.2090784482049,22.3831293034670
6.397714111909515,-2.7432363452586923,-4.6694559279807795,-21.2049196450154,-2.94119774405204
-1.0429263498782166,-4.157765536379825,7.040553798861019,9.53693512076410,13.0381812478438
6.001532544158831,-6.378063436297792,-1.098484876054398,-37.9016243895117,3.80456279205004
-8.359798791872336,6.055054867807463,8.457737426592573,-48.3142964445527,8.55567606131281
7.927102957521694,8.079076348087316,-5.593255084985492,48.0374907073575,-3.25940721244929
-9.495539353636682,0.023405661241023168,-0.35095219114315945,9.24988431498363,-10.1974437359230
4.708838148470878,-8.860128489040948,5.00959418418077,-37.5696206889796,14.7280265168324
-5.485486768524286,-2.64783971784121,-9.135430781249507,22.6580162237565,-23.7563483310233
0.8706617524406894,-2.429958306425961,9.896424139560548,-0.556375203445366,20.6635100315618
-7.397135293217614,-7.945651881267386,-1.069008840826914,74.1178491330289,-9.53515297487144
-0.2682110047486379,-3.528040302662248,-7.1520281363171545,4.74251054178162,-14.5722672773829
2.8535002947021333,-9.18352864370088,5.054406272453429,-19.8751733422072,12.9623128396090
6.93595552775535,-5.370441821327465,-0.8719229177288472,-38.8146593435526,5.19210969229766
-9.917227297473863,-9.12815513028068,6.739844374816908,109.571371661350,3.56246145215995
-9.976775405036344,2.7133237125975533,6.919662714933029,-19.8067695893064,3.86255002482971
8.947031988002589,-1.6722795678420415,1.4819075095710588,-22.2366912065264,11.9108470071447
-5.906213289977227,-2.9098594420021318,-5.593769710785239,26.0023232402981,-17.0937527115477
3.3247679361998532,9.235652054012064,-4.399729198047789,18.1459798288657,-5.47469045989572
3.1635046964091487,-3.0549141050971222,-4.536592762960623,-9.77282570991332,-5.90968082951210
3.3130005210215696,1.4222670710237377,-4.450483554273403,-0.0232960447118425,-5.58796658752524
3.9549227093217354,-9.859004302512107,1.6643227235399927,-33.0875184141155,7.28356815640172
6.056740333242477,8.114962065404793,-4.10064067550233,34.9785156456226,-2.14454101776218
-6.221712479715271,-4.113179973556642,3.483106965867437,35.9259156260642,0.744501452019603
-6.543387438967554,9.18565044348253,-0.5124112361283455,-62.7475327351453,-7.56820991122424
-0.5949513349897053,1.6155107401440816,3.4377443835957564,-1.98170967669330,6.28053743220181
-3.1324798354983603,3.9739026048936985,-9.996465468814122,-13.2895925474593,-23.1254107731266
-5.829674507322462,2.0373938250757035,1.618525281964212,-8.08506216117327,-2.59262394339404
-8.599561085690308,-8.357044844587154,1.810129288508751,88.8235235671580,-4.97930250867281
7.9649253380608975,-5.1035158805659435,-3.4340994492671673,-43.5105324078108,1.09672643952656
5.530719009131547,0.24402041255219764,4.0906135628531874,-4.42513108736518,13.7119461348379
-9.83142873954417,-9.075615337362095,-4.804650846325784,108.133309533696,-19.4407304321957
-6.769713079425075,-5.758368626811155,3.4355389863286874,51.5105851153107,0.101364893232300
3.6266695232897828,-5.414906551121201,0.9407017567275862,-17.8498395325820,5.50807303674496
7.040427864302178,-2.043290682499057,0.2318624981762234,-19.3827778377385,7.50415286065462
7.983393422112293,-5.2047162340970665,-9.566989081157365,-44.3299745352668,-11.1505847402024
-8.460184288286001,-3.6878452038371883,8.568267609525662,43.3478795432575,8.67635093076532
-2.3972637116674704,7.575229330405776,-2.862545723891234,-23.3377880000791,-8.12235515944994
-5.902430725761459,6.622862498394998,1.565999132176298,-39.8114188756535,-2.77043246140886
-5.058631479524971,7.258062679992065,-0.7722113429285535,-38.9152955538403,-6.60305416538208
-8.514347023651471,9.387225332543274,-8.96657463663509,-80.7989723793773,-26.4474962969216
